mutuario_id,mutuario_idade,mutuario_renda,mutuario_moradia_status,mutuario_tempo_trabalhado,emprestimo_id,emprestimo_intencao,emprestimo_nota,emprestimo_total,emprestimo_taxa,emprestimo_status,emprestimo_margem_renda,hist_id,hist_inadiplencia,hist_anos_conta
ZBYq03vW-bWUi,24,8400,Alugada,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZByzWZRX-RBz4,22,29004,Hipotecada,3.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
zC8mISCG-077D,24,97000,Hipotecada,3.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
zC8NjZtl-C0i1,40,40000,Propria,12.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZCAv7JM0-aSp5,28,216000,Hipotecada,12.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
zCbKw7Ro-jlkj,26,156000,Hipotecada,5.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
zcbpLbqB-7It3,22,36000,Alugada,6.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZcbqwSc6-5GrA,28,24840,Alugada,2.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
zCd6pCkH-dCMK,25,32000,Alugada,1.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
zCfCPI7l-0hSY,39,68000,Alugada,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZcHaNaIY-8ITM,29,54000,Hipotecada,2.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZCIBgig9-xiNX,29,19200,Alugada,4.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZcKC2wCv-t3Po,28,32500,Hipotecada,12.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
zCLGf03v-YY7B,25,175000,Alugada,2.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZcMAgwk7-xeKK,27,147884,Hipotecada,4.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
zCOTPL89-5n5M,22,40000,NULL,1.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
zcpPFPR0-mYCQ,23,14400,Alugada,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
zcQpmlNS-Oe0t,25,180000,Hipotecada,3.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZCvJq7aS-oOQr,25,45000,Alugada,2.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
zcvLEBEd-JHhI,30,39996,Hipotecada,8.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
zCYIfWmH-PRfA,NULL,66000,Hipotecada,6.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
zD1lBCeU-m4Ef,24,102000,Hipotecada,6.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
zd465Bxw-EaAK,22,40000,Alugada,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZDapsk8H-ib4C,23,54660,Alugada,6.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
zDAypid5-1clI,27,53000,Hipotecada,6.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
zdB2HIxr-DDuU,30,28800,Alugada,1.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Zdbb12FL-jkl7,26,55000,NULL,10.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
zDbdRyqU-gKgk,32,85000,Alugada,9.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
zDdqbN2H-TZLx,26,50200,Alugada,1.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
zDEYCORS-k7tQ,24,38400,Alugada,8.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZdFpohiG-zgAT,28,86400,Hipotecada,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
zDH0z77N-P2KW,22,85000,Alugada,1.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
zDh5PCvc-HGRn,27,118500,Hipotecada,4.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
zdlfiFNT-fGxa,27,120000,Hipotecada,7.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZDmhmIyY-7vjm,24,64151,Alugada,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
zdoaepCR-9J9M,27,83000,Hipotecada,11.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZdPNGE1O-ocBH,26,60000,Hipotecada,6.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZdpwJbro-n2MK,51,84000,Alugada,7.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZdRglYta-MRbN,24,72000,Hipotecada,8.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
zDRjz6dQ-f8yK,23,68000,Hipotecada,2.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZdtgMhrJ-Oi8v,40,62000,Propria,5.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZdthHUIp-gCjb,24,50000,Alugada,7.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZDtOxSN0-aE95,29,65500,Alugada,1.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Zdw9ydUX-5uEu,38,106000,Hipotecada,4.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
zdWC4bXC-7ioI,28,60000,Alugada,4.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZDYdWYrj-tdrH,36,92000,Hipotecada,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZE5Tav0K-GXaG,21,41000,Alugada,5.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Ze6DwqRN-aOP6,24,72000,Hipotecada,8.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZE7ASgZZ-ylQl,23,75000,Alugada,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZE990zcT-8pzU,22,45000,Alugada,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ze9LrGT1-KRKJ,23,60000,Alugada,1.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZEcpPCgQ-GSU1,22,67000,Hipotecada,6.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
zehk00t1-iybv,22,25000,Propria,6.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZeHpcRyU-qa0C,35,21340,Alugada,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
zELSpS4q-TnXG,26,54000,Hipotecada,9.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZEq35M1F-d99Y,24,80000,Hipotecada,8.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Zew7jR7z-ZYHW,24,57000,Hipotecada,3.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZEx1vosD-LGtt,32,62900,Hipotecada,5.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZeY6te9W-kOOo,22,40000,Hipotecada,6.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
zF0UdC2W-lC7L,29,113000,Hipotecada,5.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
zf3qHues-4a2b,25,80000,Hipotecada,10.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Zf4yZewC-1dOz,31,128000,Hipotecada,15.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
zFaMnsBR-9qLF,26,22000,Alugada,9.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZFARfwMA-vdR8,23,120000,Hipotecada,5.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
zFBDgkhR-mS1e,34,37000,Alugada,2.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
zfeXNLZ6-qYml,25,49000,Hipotecada,8.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZffFdNDH-bb5U,NULL,62000,Hipotecada,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
zFGNmwwo-uvLN,NULL,14800,Alugada,5.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
zfhcWhg9-YOBw,26,71000,Alugada,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
zfiFFLcv-WfPQ,30,45000,Alugada,3.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
zFjhzqSt-Zhkq,26,20000,Alugada,9.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Zfkq073C-00Br,28,34000,Alugada,4.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZfLh4lGu-ei0f,28,30000,Alugada,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
zflw0o2I-RCZ3,26,120000,Hipotecada,10.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
zfM1T2ta-trJP,23,28872,Propria,7.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZfM90ZxI-zJA2,24,62000,Hipotecada,8.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
zFOL5JNY-MmB4,21,9000,Alugada,4.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZFpbClh6-Ha8K,30,68000,Hipotecada,11.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZfQpAr0F-ARDi,22,130000,Hipotecada,3.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
zfsrYgnX-21g2,25,95000,Hipotecada,5.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
zFT9PceS-B23z,49,115000,Alugada,16.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
zfThvmkl-QrCz,21,10800,NULL,4.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
zFTJ4THj-yUvs,22,25500,Hipotecada,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
zFUJM3aZ-sq9O,22,28000,Alugada,6.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZfvTDSH6-BBqL,35,86000,Hipotecada,19.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
zfXfBsq8-4OcI,22,28404,Alugada,7.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZFxg29Hi-Bzap,24,200000,Alugada,8.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
zfYadh5x-Eevf,30,81000,Alugada,14.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
zfyxpmY2-OnXa,30,46000,Propria,14.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
zg15fjiz-9oMk,29,68000,Alugada,9.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZG51Y9ie-CMFS,26,53000,Alugada,5.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
zG9DfIdn-evb9,22,57996,Hipotecada,2.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
zgGC8pcK-0qy8,26,100000,Hipotecada,11.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
zghQpaRL-7Y4d,30,60000,Propria,7.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZGkg4pGy-u3yK,38,94000,Alugada,3.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
zGLpfwF3-TJSA,32,64052,Alugada,3.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZGM2fpxF-OnQJ,25,54000,Hipotecada,2.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZGNdUQfS-Y3ad,22,48000,Alugada,7.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
zgOr7He6-UAIK,22,61000,Alugada,3.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZGqBePDZ-kZbY,25,24000,Alugada,9.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
zgSe9d0D-6WwR,31,21900,Alugada,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZguBmB3Q-uzdN,22,48000,Alugada,3.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZGWe2Cl9-Rokd,26,145000,Alugada,3.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
zGXMch5h-196Y,30,40000,Alugada,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
zgyISHwW-RsB6,31,95000,Hipotecada,5.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
zGZL0wXn-uCTp,25,100000,Alugada,3.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZH5GxSkw-Kw5m,26,50000,Alugada,10.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
zh6USewc-0Xoy,29,25000,Alugada,3.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
zh77oFHw-y8PZ,27,35000,Alugada,3.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
zH8fMOOi-mxHw,25,34000,Alugada,4.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
zhb9WNs4-6S0G,31,29760,Hipotecada,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
zhcbvSSL-68jT,34,60000,Hipotecada,7.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
zHd431Bz-R3cY,26,100800,Hipotecada,7.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Zhe4Qbvv-hcgh,27,44000,Propria,4.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
zhEG4cUy-hfBN,23,60000,Hipotecada,7.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZHeQ5A8w-A8un,28,20000,Alugada,2.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZhGNsafa-Pb6f,23,90000,Hipotecada,8.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZhGOE9Kf-geO6,24,38112,Alugada,2.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
zhHfXZEu-h00k,24,135000,Hipotecada,4.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
zHitvTO5-CvzT,23,77200,Alugada,1.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZHj3E905-otUA,25,27600,Alugada,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
zhM20o47-v6fq,29,120000,Hipotecada,3.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZhmOXbGO-7cB4,25,24000,Alugada,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZhoQodGl-IrX4,22,55000,Propria,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
zhOXPfKv-cSER,33,48000,Hipotecada,9.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
zhr6M4Ty-yhMJ,29,84000,Alugada,9.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZHS45w3G-fsuv,28,80000,Alugada,12.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
zhso3YP2-HOzi,43,32000,Alugada,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZHW3s89J-bhtg,23,74000,Hipotecada,3.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZhxOCBfd-2wF9,33,89004,Alugada,2.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZHxUvive-HglM,31,16000,Alugada,1.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZHYmSJ1G-ePRh,35,108717,Hipotecada,9.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZHzQu2TD-G72o,21,40000,Alugada,2.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
zi5wPliI-CkzR,27,75000,Alugada,7.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZI8a8mc6-gqxe,24,42000,Hipotecada,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZI8OJrPR-xhSm,21,29000,Hipotecada,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
zib1eu0E-Xfwa,31,86000,Alugada,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZIgq37n4-Pk0D,33,121000,Hipotecada,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZIHHswgs-QS3N,25,40000,Alugada,9.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZIkfuqlY-hsO9,25,50000,Hipotecada,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
zilbeoFl-rH4X,25,45000,Alugada,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZiMK0LNM-YOy8,21,54036,Hipotecada,3.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZImWrE3B-AM9J,22,84600,Hipotecada,4.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
zIN4w4Xn-Q2gJ,30,50000,Alugada,4.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
zIo5ANj2-SHYX,34,77000,Alugada,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZiOmsC78-QcY8,28,59700,Hipotecada,12.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZIpFySLG-jxfM,44,584800,Hipotecada,4.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
zipQlKUf-g5ec,28,8000,Alugada,1.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZiraAGZr-Blv6,23,88500,Hipotecada,2.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZiTaqgcT-nGe9,28,102000,Alugada,12.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZIUe8yrI-fxAZ,25,72000,Hipotecada,7.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZIUFDXNu-6bXt,30,50000,Alugada,3.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZiWFezaw-DFre,24,98000,Hipotecada,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZIWJGLED-WWP7,39,23500,NULL,14.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
zIwp7XJy-p6UL,23,184000,Propria,5.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
zix8fWCG-ufdh,23,120000,Hipotecada,2.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
zIXBizFo-0iG9,28,24000,Alugada,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
zIzAzqhM-GwsI,30,62000,Hipotecada,9.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
zJ0ngvbK-THMT,23,33600,Alugada,2.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZJ0nktmH-nHs9,28,58650,Hipotecada,5.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZJ0Yyqvr-Dgg5,29,106300,Hipotecada,9.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZJ1kTrUI-nsZH,22,39996,Alugada,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZJ335toY-gq4p,24,25000,Alugada,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Zj33fWNe-mBKn,26,55000,Hipotecada,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
zj6sHuIh-pxky,31,60000,Alugada,3.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Zj7Len04-sJOM,31,50000,Alugada,13.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
zJe0DuP1-8rAB,26,47000,Alugada,1.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZjewXYG6-HGog,24,52000,Alugada,3.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZJfjtaCn-lEga,NULL,83400,Hipotecada,2.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZjJ3pIiP-8wmj,22,115000,Hipotecada,6.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZJjRHPW7-p1J4,23,25000,Alugada,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZJNriyDa-xgYb,26,51000,Hipotecada,10.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZJqxrHdU-Rc1G,24,NULL,Alugada,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZjQySO0b-E8Yq,24,22000,Alugada,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZjrPKPk7-KOLi,34,70000,Hipotecada,16.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
zjSsFdpv-SF8m,25,70356,Alugada,8.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
zJszKap6-duBg,21,35000,Alugada,3.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZjttwmL2-9vbq,23,42000,Alugada,2.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
zjuoknk2-nyYK,29,118374,Hipotecada,13.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
zJyB12U1-6SdE,24,110000,Alugada,1.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Zk1c1LBu-hUa1,21,70000,Hipotecada,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZKbnkY0r-NbYf,46,51600,Hipotecada,16.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZKc3mEAG-AKLN,25,26000,Alugada,1.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZKCpyYm9-hmrG,26,225000,Hipotecada,2.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
zkERERuF-McSp,35,42000,Alugada,7.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
zkISj2x4-rOhd,30,90000,Alugada,3.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
zkKuyS7x-vxRg,27,37000,Propria,5.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
zko1Pr8X-j90R,25,76000,Hipotecada,3.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
zKP3jRDs-Doar,28,25200,Alugada,5.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZKt8J4oo-TIhJ,NULL,31000,Alugada,6.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
zkTlYr0I-yv6a,30,33000,Alugada,2.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
zkUIaYUQ-vovY,25,42000,Alugada,5.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZkWvK5TQ-kAwi,23,12000,Alugada,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
zkXiPY3U-SLZg,26,35000,Propria,3.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZKye0Om4-y57A,43,11340,Alugada,4.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
zkzicZy7-teNk,24,34000,Alugada,8.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZKZOKEoj-GOPy,22,37000,Alugada,5.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
zL5lg9iZ-fTP2,25,39000,Alugada,3.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
zLBZintO-xkCa,21,12000,Propria,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
zLf4UgSY-9dQ0,26,54000,Hipotecada,10.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
zlFUzM2R-16fm,39,29894,Propria,23.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
