mutuario_id,mutuario_idade,mutuario_renda,mutuario_moradia_status,mutuario_tempo_trabalhado,emprestimo_id,emprestimo_intencao,emprestimo_nota,emprestimo_total,emprestimo_taxa,emprestimo_status,emprestimo_margem_renda,hist_id,hist_inadiplencia,hist_anos_conta
d10HdjX9-xlsy,24,41000,Alugada,4.00,Y35IUP7q-3ApP,Medical,C,15600,0.13,1,0.38,6E2FlXRc-5h6X,1,3
honwIB2H-Mt12,26,110000,Alugada,2.00,tG5feXMN-hBDs,Homeimprovement,A,12000,0.08,0,0.11,6efGP4up-fftX,0,2
nywpgmK6-7H9j,31,32400,Alugada,2.00,YigT6ZTe-TFS6,Debtconsolidation,C,20500,0.11,1,0.63,6ehhyspO-jLoe,1,6
02x9biGh-3gTR,23,68000,Alugada,1.00,k9lhNtMp-72zH,Venture,E,14400,0.18,1,0.21,6EM4uoS2-maX2,0,2
aOGIpYXs-HU75,24,NULL,Hipotecada,8.00,043ZQ7QB-qprp,Venture,,12800,0.15,0,0.17,6EoMUf64-s1ID,1,6
7190JJZB-KT7w,23,15000,Alugada,3.00,uDWZa1dt-zBst,Debtconsolidation,B,5175,0.12,1,0.34,6eq0Dey2-Tw3N,0,2
SrXX8pwi-YYqn,23,36000,Alugada,0.00,oFihFf4T-4F58,Personal,B,4800,0.11,0,0.13,6erxto5k-Oy8S,0,3
uatAYfDa-vD2O,25,72700,Alugada,4.00,OyXZ6yrj-bahx,Homeimprovement,D,7000,0.15,0,0.10,6esI22DW-5FOy,1,2
1LN0ZYwA-qIL1,33,124000,Propria,10.00,LuY3YlTN-gonQ,Personal,D,23500,0.15,0,0.19,6ESW9Nac-hPU0,1,6
IjfdLEBq-SxX9,31,72100,Alugada,1.00,YJA36Ftk-GzOI,Homeimprovement,C,8000,0.15,0,0.11,6eUscba3-b7N5,1,10
jAFHaFdh-fHdL,29,21424,Hipotecada,1.00,KdjKNQm4-9rhH,Education,A,7750,0.08,1,0.36,6FaePEbx-NknO,0,10
JSSfkJBo-tn1T,23,16800,Alugada,7.00,YyG4sQA6-ZNhE,Education,A,6625,0.06,1,0.39,6fdd4AX1-XtRX,0,3
mfcwF87N-gFlX,36,45000,Alugada,0.00,fIt8xrLP-CpNX,Medical,C,19750,0.13,1,0.44,6fGpcXt6-XBcU,0,14
dlUWseIw-3E6Q,29,92250,Alugada,2.00,5YG4x7QJ-GMeb,Medical,B,13000,0.11,0,0.14,6Fj8vXlH-elw6,0,9
K1F9HpLD-Dbu2,25,33000,Hipotecada,6.00,WBmZG9sP-AaaQ,Education,A,8000,0.07,0,0.24,6fnibIgw-rvsx,0,4
oqvsA6n5-Brlg,37,90000,Hipotecada,11.00,pOdJ5lIG-xjLF,Medical,A,4000,0.07,0,0.04,6fQCOC3O-HGkI,0,16
aMQBx6mc-h1X3,24,61400,Alugada,1.00,iQaNND6g-Ym4u,Debtconsolidation,C,12250,0.12,0,0.20,6FRmOQ5M-dIlC,1,2
hzNc1BgD-TnQJ,25,75000,Alugada,4.00,C5Re10v7-GObL,Medical,A,7000,0.07,0,0.09,6FxTwUpY-vz1d,0,2
y8Irx1xG-omFN,31,10200,Alugada,NULL,byBQZGEl-4KXc,Medical,D,1000,NULL,1,0.10,6G4lvumH-ttGC,1,10
pQTb0uAM-9qmE,26,15000,Alugada,0.00,86oNbuZh-gct1,Debtconsolidation,B,4375,0.13,1,0.29,6gCROm6N-sF8z,0,4
YuDPsJ5l-x0Ry,24,54000,Hipotecada,5.00,uFeC6gHR-tLW0,Personal,A,11000,0.05,0,0.20,6gGcnMq1-ALd7,0,2
97hgjJvx-Tt0H,24,64000,Hipotecada,9.00,c9An6L1f-YJAP,Debtconsolidation,B,10000,NULL,0,0.16,6ggD6lwv-GwX2,0,4
awCUfyMr-vScu,22,37008,Alugada,2.00,Zo7TmMXo-hfzX,Personal,B,3600,0.12,0,0.10,6gIvkPLU-ZFtJ,0,3
BIFDcGB5-1x9t,24,28800,Hipotecada,NULL,KDc4fJEl-TcMC,Debtconsolidation,C,22000,0.07,0,0.24,6gIWvEn4-qOxC,0,4
Ea0GfImK-E1g6,27,10000,Alugada,2.00,6b3DEiCo-2RyS,Venture,D,1200,0.14,1,0.12,6GR1fOW4-OLnC,1,6
0Mj95J3r-3lR2,23,54000,Hipotecada,7.00,r9C1vR13-Zv5k,Personal,A,2000,0.05,0,0.04,6gsQifMB-OclG,0,2
aQ2SCpOv-xYca,24,34000,Hipotecada,1.00,O6lk4oJN-aIUP,Personal,C,5100,0.14,0,0.15,6gXMG813-nXHD,0,4
eeeNsG03-h61e,43,72800,Hipotecada,7.00,8iOqDmIF-tLRm,Homeimprovement,C,20000,0.13,0,0.27,6GYp2kvH-x55n,1,12
OjfRK3jF-tH3t,29,33996,Outros,0.00,iJ4M7Cgx-mjGI,Debtconsolidation,E,9000,NULL,1,0.26,6h0LENQb-pH1X,1,9
OKtosCRm-NnoQ,22,93000,Alugada,1.00,xx9P8iwd-qvzq,Homeimprovement,D,3600,0.17,1,0.04,6H6306uW-fv4t,1,3
QsTLMzOy-cKQN,38,37200,Alugada,1.00,a6ecq4am-2s8H,Debtconsolidation,B,5000,0.10,0,0.13,6h7CZhPZ-LHkX,0,11
bdWSuxMN-2HDh,22,55000,Propria,1.00,N11tOjdt-CNQp,Venture,B,10000,0.11,0,0.18,6heZl2oL-a8tt,0,3
A6Xii654-7eB8,29,72000,Alugada,4.00,UeDWYsS6-XKXX,Debtconsolidation,C,7800,NULL,0,0.11,6hFSEz9p-ZIn9,1,8
0fLIxFpM-jS4j,23,30000,Alugada,7.00,uzF0oDUW-Lr6z,Medical,B,10000,0.12,1,0.33,6HG5lZs5-Cru8,0,3
c5AeW0Hw-UgBq,27,54000,Alugada,4.00,QDrFiJKo-jGKa,Debtconsolidation,D,10000,0.16,1,0.19,6hG64aIq-XUJ5,0,9
F5K18zHC-mG6s,23,75000,Propria,0.00,P0sG2ewf-GDpe,Education,C,5000,0.15,0,0.07,6HH8K253-ZNHb,0,4
BIK42Z2v-uwLS,22,74004,Propria,0.00,gDDisiEo-fDB2,Medical,A,3000,0.07,0,0.04,6HkZjxUv-s5XF,0,4
k7vK8Utb-cso7,33,113000,Hipotecada,15.00,u3UsAHAy-wtyJ,Medical,C,5000,0.13,0,0.04,6hoft6YZ-BnJI,1,9
PxbqZSBN-HI10,36,51996,Propria,7.00,QIEFj1q6-PNee,Homeimprovement,B,8500,0.11,0,0.16,6hosKyvO-Q0qI,0,16
Ppjf77Is-830j,33,113800,Alugada,8.00,x3iRaf6v-rqSH,Medical,B,5000,0.12,0,0.04,6hRb3wRC-6lix,0,9
mBfSbp46-yZFd,26,48000,Alugada,2.00,6r940j6C-xKkU,Education,B,25000,0.10,1,0.52,6hzt9yiG-yOAk,0,4
RZtKZw7h-C5Bk,24,79992,Alugada,0.00,TUc3riHb-ws6A,Debtconsolidation,B,7500,0.11,0,0.09,6iQGuU5D-irlw,0,4
GPkYmQ8k-cPec,29,92000,Hipotecada,2.00,gejsiIwl-bNOJ,Education,E,25000,0.19,0,0.27,6Ix5M8By-rlSJ,0,8
ktMRDmeM-bCY5,28,50000,Hipotecada,3.00,iEZmOAKE-y1NU,Personal,A,3000,NULL,0,0.06,6j3vJQAJ-4Pf6,0,10
ROZYPg5M-rRZ8,36,60072,Alugada,14.00,y5Cv0UZX-lpqt,Homeimprovement,B,2500,0.11,1,0.04,6JKbX04h-vSDt,0,16
c39f6Pbi-H4Xi,32,72000,Alugada,5.00,FhjynceW-btuH,Venture,B,12000,0.11,0,0.17,6jQUTSMj-xUYZ,0,5
1jgsPcmz-AtYM,43,60000,Hipotecada,27.00,mvDYQ8Db-JIKP,Homeimprovement,B,10000,0.10,0,0.17,6K2OhjWw-DBYE,0,16
Hlhr5Wmm-aUkm,37,30000,Alugada,6.00,0ivvE9G4-Jz7d,Medical,B,6500,0.10,0,0.22,6KLElfLb-FU6M,0,11
kMQZqnDt-ABW3,29,51500,Alugada,2.00,jHbcZHiY-fLvi,Education,D,3200,0.15,1,0.06,6KNUK6yO-vPSx,1,7
BbHtvhRg-60vq,24,67644,Alugada,3.00,QXLXkoSg-kffI,Debtconsolidation,A,6000,0.07,0,0.09,6kOaJHUK-9XFx,0,3
hwapvLIF-2PAR,24,30000,Alugada,2.00,SLA0hIlF-8bIC,Debtconsolidation,C,3350,0.15,0,0.11,6KPB36jm-wtW8,1,2
loXLDRec-Jj14,24,32000,Alugada,1.00,Ymj1rsnv-mFN4,Education,C,1500,0.14,0,0.05,6KQkFqsx-n39c,1,4
vPBuEttg-GPWo,23,39000,Hipotecada,7.00,RtpQ77sI-2RWQ,Venture,C,16000,0.14,1,0.41,6ksSX1nx-v3oe,0,3
v1cUqkYk-kKUd,22,43200,Alugada,4.00,FP6ybzuD-jHjL,Education,C,3000,0.14,0,0.07,6kTnoCtk-UGBx,1,3
k6PFhK7p-NWQE,26,80000,Hipotecada,10.00,vFLl1cpY-kuCo,Personal,B,25000,0.11,0,0.31,6KzjLwxH-8yRF,0,4
7fJ4YCfN-B9J7,22,40000,Hipotecada,1.00,el3pwP7Y-1OqA,Personal,E,8000,0.16,0,0.20,6lddJx9I-QlbP,1,3
xEZe91is-Gi0S,29,95000,Hipotecada,6.00,4lERXwj4-4sI2,Venture,A,35000,0.08,0,0.37,6lfEGseB-gtnL,0,8
chwggrcW-wwqE,37,44700,Alugada,0.00,3rrOyAXH-9zZs,Debtconsolidation,A,9000,0.09,0,0.20,6lQCGOji-jHTe,0,16
6g2uY2sF-rv5Q,30,90722,Hipotecada,6.00,0kygwQTT-ro2Y,Venture,A,10000,0.07,0,0.11,6LvjFRZ5-aN2G,0,8
8bQnlmYq-1Jf5,29,103000,Alugada,0.00,nQYjfxYZ-uqIq,Personal,D,1000,0.11,NULL,NULL,6lvp24oJ-WlXZ,0,2
94aiqSOR-slm1,34,74000,Hipotecada,13.00,S84Y2IKy-lZFA,Venture,C,10000,0.16,1,0.14,6lwh0UNR-qoxr,1,10
hyhnioN9-q3gl,25,68250,Hipotecada,3.00,TDOc2mc9-IhnX,Education,A,17000,NULL,0,0.25,6mbQwPq0-7vcG,0,3
wojajvlF-wtHb,22,117000,Hipotecada,6.00,IqauhXSD-1HeG,Education,A,11000,0.07,0,0.09,6mDmDxHE-EdIp,0,4
TIwzMfEl-Bir6,24,21000,Outros,4.00,hDiPtHmY-IiCR,Personal,B,6000,0.12,0,0.29,6mGGLW2G-ELgk,0,2
68tLO9dS-mZ9H,30,96000,Alugada,4.00,t7zapY15-PIx1,Personal,C,12900,0.15,0,0.13,6MH1gX3C-UEIY,0,9
zfZsf8PM-yhN2,24,53000,Alugada,0.00,7MoCWe9y-5JqJ,Education,B,6000,0.11,0,0.11,6MhvsFrN-PWwb,0,2
GszHy1uh-RJeH,38,65000,Hipotecada,5.00,4n24Yu6K-t4P9,Education,B,15000,0.10,0,0.23,6mKH8AZ5-W981,0,17
F6goumOl-MSMn,21,26400,Alugada,5.00,gEay6CjH-NnQm,Personal,C,4750,0.12,0,0.18,6mOW7pCE-qOmu,0,3
J8nv3Sjk-3KmW,31,32000,Hipotecada,3.00,uq5yaTR4-ORDS,Debtconsolidation,B,6000,0.12,0,0.19,6MPeNtke-Md65,0,8
MRoQDZIX-XLKm,29,62400,Alugada,3.00,mvzSaZRm-7rJl,Homeimprovement,A,8000,0.07,0,0.13,6mrtKpZn-2WyB,0,8
of5c1SJi-SYi1,28,28896,Alugada,6.00,JKBNOiAS-1tdL,Personal,C,15000,0.13,1,0.52,6ngFdt67-BRKK,1,8
nq6tlXSo-3Txx,31,36400,Hipotecada,0.00,mKFJNJyP-1Zjp,Venture,D,8000,0.14,0,0.22,6nIAcAbt-iyXN,0,9
vJBe1mDU-t9fp,28,68000,Hipotecada,7.00,NY9wCaDP-djFI,Venture,B,2500,0.12,0,0.04,6NJ9MJOI-C0e3,0,7
UY0Do8Ax-QBwl,28,78996,Hipotecada,10.00,Q6DbfXYu-pDDS,Homeimprovement,C,12000,0.13,0,0.15,6NLew8m8-cxPn,1,5
ovRoivfH-IjfO,24,54000,Alugada,5.00,j3OkEttF-0WEF,Personal,B,10000,0.10,1,0.19,6Nq8kiU6-x1fy,0,2
EsvLPeYK-AjRn,24,47000,Propria,1.00,e0TAHqm5-Joem,Personal,B,6000,0.11,0,0.13,6NqX3PGc-SAFA,0,4
tz7H0cr6-EQSB,23,65000,Hipotecada,0.00,lwz3j4LK-Qi8Z,Personal,A,12800,0.08,0,0.20,6Nt0Fled-NoFq,0,2
XQsSnW5P-6Pr4,25,90084,Hipotecada,6.00,4JAZvUme-FLKv,Personal,A,15000,0.08,0,0.17,6NXO8yS5-Qznw,0,4
XhLDilhN-ZfdU,27,85000,Alugada,11.00,Eeuij8lN-Iddq,Personal,B,20000,0.11,0,0.24,6o1v5GpS-nc1x,0,8
XSUjbpTi-b8gS,26,38904,Hipotecada,1.00,3x99wXF6-x2Zx,Homeimprovement,B,10000,0.12,0,0.26,6obt0Nm5-9uLJ,0,2
4GmZ3OpP-LLlq,34,NULL,Alugada,5.00,PQMPjnIz-1d45,Personal,A,NULL,0.07,0,0.19,6ODRI9zH-A7E3,0,8
4v1KbQpB-sKFW,21,80000,Hipotecada,5.00,hvOSZZJ5-4K6Q,Education,A,12000,0.06,0,0.15,6oEQcKbZ-mcTi,0,2
U8RRh7Ir-ejF1,42,96000,Hipotecada,9.00,WTWkePGE-9Wcx,Personal,A,5100,0.05,0,0.05,6oiM86HH-u3b4,0,14
3NEGOMzb-U95m,30,34000,Alugada,0.00,wjtyzz7Z-vuGm,Medical,D,6500,0.16,0,NULL,6Oprdp2d-BTkP,NULL,10
4NOpOmv8-tHaY,24,68000,Alugada,0.00,0XNPHOmS-Zbpx,Venture,A,10000,0.07,0,0.15,6OQlj4Gr-x80B,0,3
tnPyvrDX-ZlGW,23,78000,Alugada,3.00,IbnjnAJb-5t4S,Education,B,3200,0.11,1,0.04,6OwHmqxY-8EJh,0,3
GvDhikwP-hbP2,30,148000,Alugada,8.00,AR6gBQSg-QGCE,Venture,D,10000,0.14,0,0.07,6oY5oako-UAve,0,9
LLp4XEaS-fc7P,54,95000,Hipotecada,3.00,aoOQa3te-cu5p,Personal,B,6500,0.11,0,0.07,6ozTHgBG-y0cz,0,26
lYbkSSSp-ASdN,70,44000,Hipotecada,3.00,Y393qLpF-cZ0g,Personal,C,7000,0.12,0,0.16,6P1U7mhq-QzeY,0,24
GTSdb5Ql-hxXK,26,65000,Alugada,3.00,dLA54SxU-llfo,Medical,A,2000,0.08,0,0.03,6p2ybjub-dtDv,0,2
aYErltpS-pqdy,25,42000,Hipotecada,NULL,7ouIOJYQ-7cFX,Venture,B,3500,0.10,0,0.08,6P4CmUxr-oKzY,0,2
ssQNPoTm-wohf,25,32400,Alugada,6.00,xUxyzsK8-ZEQD,Medical,B,4000,0.10,0,0.12,6P4rGWKQ-xRjq,0,2
rviqvLcz-dwUM,39,62400,Alugada,7.00,4PQADUnM-FRkt,Personal,C,20000,0.13,1,0.32,6p6Oh0W7-tuw5,0,13
qfyxBrZl-2WxD,26,58000,Hipotecada,5.00,ei1Zpuut-nEKT,Medical,B,31300,0.12,0,0.54,6pdYyGKz-yP2o,0,3
5SbSP79g-GSMQ,23,42000,Hipotecada,7.00,PU4hTJ34-OAIQ,Education,B,8000,0.11,0,0.19,6Pf60WtZ-uMst,0,4
rpusB0hn-nCs9,23,92000,Hipotecada,7.00,iLQIfHH3-1ZLE,Venture,E,10000,0.17,0,0.11,6PfgTIYo-Gr70,1,2
v7JnvY4j-z0cQ,33,40800,Hipotecada,NULL,ogbBwwoB-i6di,Debtconsolidation,A,15000,0.08,0,0.37,6pje760B-qPfm,0,5
O3yYTcvN-aCvH,38,67200,Hipotecada,11.00,1skBme0G-CsJS,Education,A,8000,0.08,0,0.12,6PKClSA5-f0z2,0,11
UG6D0swS-iqoA,26,50000,Alugada,2.00,II9zpHES-sxva,Personal,A,10000,0.08,0,0.20,6PmcyFir-pD80,0,3
HuokXrvk-3HaF,21,38000,Alugada,5.00,CQrFlj31-4n9N,Education,B,12000,0.10,1,0.32,6pmTQ7en-YRqS,0,4
kUuZs7Xk-6m4I,24,40000,Hipotecada,2.00,Odl6ZTyY-tmj0,Venture,B,10000,0.12,0,0.25,6POt0o9y-cn5H,0,3
k6ZWoXsm-yOhL,23,67596,Alugada,2.00,thDI54at-Ix5m,Personal,B,5000,0.12,0,0.07,6PovmL5h-aT1q,0,4
hjNIIKii-5aq6,29,25400,Alugada,1.00,50CWY36v-H7hF,Education,D,7500,0.15,1,0.30,6pq5ghkz-Qpup,1,5
y4pEWYBn-9PvH,22,72000,Propria,1.00,2ZiNj6wr-h4jF,Venture,B,15000,0.10,0,0.21,6PQh0Hls-oRmz,0,4
syYL3jR4-FRse,22,60000,Alugada,6.00,2MoSYZZq-k9vL,Education,C,7500,0.11,0,0.13,6pxHmg6h-pT1m,1,4
n7FPNJo2-r0MB,25,48000,Alugada,2.00,FeZvRLwC-9u05,Education,B,10000,0.12,0,0.21,6q46pt6T-aMtU,0,3
puns5iqo-IDq9,23,75000,Hipotecada,2.00,jvZHNtMW-4wMu,Venture,E,19600,0.15,0,0.26,6q7UoGFU-W3EY,0,3
nyk4I3gE-WKO1,26,30000,Alugada,8.00,9Ds1NDAs-ilDd,Education,A,9000,0.06,1,0.30,6QfQaBW1-p8kH,0,2
33dKLEQi-QvjJ,27,75000,Hipotecada,6.00,v61RgJCs-FkaS,Medical,A,10000,0.06,0,0.13,6qICDqLE-pyCT,0,7
69XqE6mG-z6El,25,57500,Alugada,4.00,AyZtNEQz-TvR0,Education,C,6000,0.11,1,0.10,6qKlZEfX-Tkag,0,3
648Ga7GJ-B5or,30,51000,Hipotecada,6.00,L4fv53wq-CMQc,Homeimprovement,A,6600,0.07,0,0.13,6QL4991Q-LtpI,0,9
Hu1v5l4C-Rt0o,21,36000,Alugada,NULL,XjCkR8Ab-Xn06,Personal,B,18000,0.10,1,0.50,6Ql4YuhO-1xLY,0,3
egYX98kp-611s,22,52000,Hipotecada,6.00,DKrFrQyy-zSUm,Personal,D,10000,0.14,1,0.19,6qPFIuDv-FpGn,1,4
oBs5xs3d-EEMt,38,110000,Propria,6.00,W01LOcJY-iCcY,Personal,C,12000,0.13,0,0.11,6qt3f49X-CbHs,1,11
7LNtLe6u-5dZU,32,86000,Alugada,4.00,xwrBhBRU-cPlz,Education,C,1600,0.13,0,0.02,6r2CArZ6-L6Jg,1,9
pyGU8aXH-bRYq,23,79996,Hipotecada,2.00,rS3Z8dhb-7y65,Education,E,24000,0.16,0,0.30,6R4iW5xa-u6TZ,1,3
GD2Zsewb-M5xf,40,35827,Alugada,13.00,B9430dAO-Jutf,Medical,B,5000,0.11,0,0.14,6r6RyZyL-uBsO,0,16
MMSF8G7h-t5rP,30,55000,Hipotecada,4.00,GYWZtC8Y-Tbfg,Debtconsolidation,A,12000,0.06,0,0.22,6r8pIh5D-cYJt,0,10
08rX5Qdc-ufb0,23,45312,Alugada,3.00,0sFrQD5Y-agj2,Education,A,13500,0.08,0,0.30,6rafzTfN-8awI,0,3
2NlqqIEW-QrQ1,34,103000,Hipotecada,5.00,go3Mfl9s-RBnN,Venture,A,3525,0.05,0,0.03,6rEUAsqs-AQvX,0,8
gfZWJ8qn-bQKk,48,19200,Propria,1.00,Cw5Jt2Ip-u75a,Education,C,7000,NULL,1,0.36,6RfRIikB-DG0N,1,12
OszY7vsP-cYyv,42,45000,Alugada,1.00,zXgHJN2m-rcA9,Debtconsolidation,B,18200,0.11,1,0.40,6rHQ0a3Y-6jDn,0,14
shs5ckO4-U1H4,22,41000,Alugada,2.00,S4DxZyFS-FkGw,Debtconsolidation,B,11000,0.12,0,0.27,6RojdleC-HUmf,0,4
ngclq99i-q5Nv,24,54996,Hipotecada,8.00,NbmMMXCq-pIB3,Medical,B,19000,0.11,0,0.35,6Rrfd5Xn-C6Zg,0,3
PeDQNcFG-8xe2,NULL,29004,Hipotecada,3.00,oaQemali-egdr,Venture,B,6000,NULL,1,0.10,6RvsBE7I-OxKm,0,4
441nvUJZ-mxpx,29,41200,Alugada,3.00,ZlGbXg7I-obgu,Education,B,8000,0.12,0,0.19,6ryQcNEM-vj9S,0,7
Aj1DwkTz-e7Fr,27,31400,Alugada,1.00,OnkL1AY7-Rifs,Medical,B,3500,0.12,0,0.11,6RzELm2b-SUPl,0,8
GPTstWdm-UufK,23,141000,Hipotecada,1.00,dzyxe1Zw-4W3J,Education,B,15000,NULL,0,0.11,6s5v956b-j2OH,0,4
bqLUX4rJ-sdZY,25,41000,Hipotecada,9.00,09EZ5Ehu-fitp,Education,C,5000,0.12,1,0.12,6sa4MZ0s-k5Jo,1,3
FgrRhWyW-Gd3G,22,70000,Hipotecada,7.00,qIXEMqyb-velI,Education,A,2000,0.08,0,0.03,6SiQqnoR-3ut9,0,3
xuJzYOEn-HQn5,21,31200,Alugada,1.00,YLTixmBX-t6q1,Education,D,6000,0.17,1,0.19,6SIt39zD-YHpc,1,4
Y5ib8lSU-JkcF,23,83004,Hipotecada,7.00,GPWoUkk0-yKb1,Venture,C,3500,0.13,0,0.04,6SKM5UOB-WEe4,1,2
lKW9uIoy-Uzx2,21,44500,Propria,6.00,fbhoXezb-auqv,Education,D,5000,0.14,0,0.11,6SkzTWEv-MwXL,1,3
8L6q0Mn3-qAL1,41,98000,Hipotecada,18.00,gfnBm8fb-vtfq,Medical,B,5000,0.11,0,0.05,6sMzR9dj-qPyn,0,17
fa6Hmxpr-Su4j,24,125000,Hipotecada,8.00,S1ye3Q7m-CKtI,Personal,B,10000,0.11,0,0.08,6sOQPZUF-9dU0,0,3
aBpD8U1Z-XhdH,29,142000,Propria,14.00,JWcAXjxR-CwZ4,Personal,B,24250,0.11,0,0.17,6sQJaWvn-EBuX,0,8
uZYxaoRE-zYcW,38,65000,Alugada,4.00,for77cn4-vd8z,Homeimprovement,C,4500,0.13,0,0.07,6STjNi3i-6pMb,0,12
bZWKNRSM-sj3A,26,69912,Hipotecada,NULL,3DgQl55X-m0T7,Venture,A,10750,0.13,1,NULL,6SwuYK7x-mkaG,0,3
HJ3m9vRs-v2ea,33,43000,Alugada,2.00,mI7haz1C-28yO,Education,A,7000,0.08,0,0.16,6T2jXh5j-CEQA,0,6
bRsDzuj0-qY45,22,24000,Alugada,2.00,g2BmkHTY-H0Io,Homeimprovement,B,6000,0.12,1,0.25,6tiW4Qn8-eaCC,0,3
hQuKWJ2l-vPHj,37,77000,Hipotecada,2.00,WXBRO0GF-MKLJ,Venture,C,15000,0.12,0,0.19,6TOFOa4w-PmQO,0,15
azIrydKc-g91t,28,105000,Hipotecada,8.00,fOMSAQrv-5CrN,Venture,B,12000,0.10,0,0.11,6tr3Ur88-JC2k,0,10
eaYvzPh6-IGJd,24,26400,Alugada,7.00,ZuTyUvcJ-skxW,Medical,A,3000,NULL,0,0.11,6Tu2tM4u-RSrQ,0,2
Xtr2ahWz-y98L,23,51600,Hipotecada,1.00,Pw1dqAY4-vacx,Debtconsolidation,B,5000,0.11,0,0.10,6U0B41kf-hIfG,0,3
QKgscOJU-FnoR,22,120000,Hipotecada,5.00,8aXy38H4-XpvB,Medical,A,18000,0.09,0,0.15,6UivebWJ-qUmh,0,3
1DL4zwri-pb2T,27,NULL,Hipotecada,3.00,0THAYBKg-xzhC,Venture,B,20000,0.11,0,0.21,6UN5FoPR-4jHq,0,4
w0nwxWHB-FskY,32,46000,Alugada,16.00,j4vRFLzI-SPOA,Personal,B,10000,0.11,0,0.22,6uWLKjpx-N8WH,0,7
56nDqNWl-pmFS,24,35004,Alugada,0.00,ILjP5m5u-bNHR,Personal,C,10000,0.13,0,0.29,6v66Rfr9-EuGY,1,4
QDzE0OxA-xswe,28,48000,Hipotecada,4.00,3dA2Bw62-cZD1,Venture,B,3000,0.12,0,0.06,6vbLTtuY-BpX3,0,6
g7SYRjFA-znWo,26,34000,Hipotecada,6.00,PXaf83Lx-Z7rE,Personal,A,12000,0.06,0,0.35,6vKd1dNk-jO7b,0,2
lPgoU2Uh-wONF,28,65004,Hipotecada,7.00,L7aujekP-FLgY,Medical,A,9000,0.06,0,0.14,6vtJNMJz-m1P1,0,5
xX6b3s38-Py8F,23,36000,Alugada,3.00,OC07CenG-d0y7,Education,B,7000,0.10,0,0.19,6vw2U9ve-AZ9U,0,3
Fqi8Fd3e-dyMr,21,36000,Hipotecada,5.00,bs29RWxE-iEiI,Medical,B,1000,0.12,0,0.03,6vzgktEa-TcC5,0,2
0E5QkNLY-0nSw,37,60000,Alugada,0.00,aSLwhE5T-hd70,Venture,C,9700,0.14,0,0.16,6w2agqT6-IY97,1,11
t4Ko8TZE-6W8m,27,23004,Alugada,6.00,ajuY0AyJ-D5hu,Education,F,3000,0.18,0,0.13,6W61SMwd-JSvo,1,10
mUaQPh82-s6gS,48,54000,Hipotecada,1.00,rxRdPEFr-Pd4Q,Homeimprovement,A,2000,0.06,0,0.04,6W9iXzMH-BeY3,0,16
DHsYFQ2k-6jDP,32,79000,Hipotecada,0.00,mPhCe2PJ-ZBO0,Homeimprovement,A,7800,NULL,0,0.10,6weEMYaI-x1RR,0,8
rOZtFMH1-iriP,23,85000,Hipotecada,8.00,JDkuEvcp-2bcS,Debtconsolidation,C,5000,0.14,0,0.06,6WP82dqE-lzsS,1,2
sCOzCDvP-TFF2,26,41000,Alugada,1.00,YCpM1miR-vF9B,Medical,A,1300,0.08,0,0.03,6Wzz8Dxg-O0mg,0,4
JHzN9Y8J-LptE,29,31000,Hipotecada,1.00,H9AofwHt-tnpL,Debtconsolidation,A,9950,0.08,0,0.32,6X2Ee2jG-QyFi,0,6
lRlz98Bw-vjoP,45,38400,Alugada,4.00,oql3QGK0-kGxW,Debtconsolidation,C,1000,0.15,0,0.03,6x3lbt09-JtZ4,1,12
mtXMAwrn-kcTO,25,60000,Alugada,3.00,H3zIHTqN-U4js,Homeimprovement,A,10250,0.07,0,0.17,6xBipu4A-CRP0,0,4
voLGhkHJ-94KB,32,100000,Hipotecada,4.00,OiPhdg9y-yvsA,Venture,A,9500,0.06,0,0.10,6XmNKPZG-eYL4,0,8
YQ4upbYd-mAk2,31,70000,Alugada,4.00,oNZBXMw1-BNs0,Education,A,5500,0.08,0,0.08,6xNxXoyh-8nTZ,0,10
vd6s12xp-fqqj,29,115000,Alugada,0.00,8OjkdFrq-qtv8,Medical,B,6500,0.11,0,0.06,6xpGSwsn-1sZi,0,10
xdXIaUjX-NtfC,33,59500,Hipotecada,6.00,B5ihrqec-Mv55,Venture,A,11000,NULL,0,0.18,6Xqm1vfy-3Zvl,0,8
KiiQYJJY-hJ5N,29,124000,Hipotecada,11.00,Y0ncNvuB-DEYo,Homeimprovement,A,2000,0.05,0,0.02,6XySw448-yQ4K,0,7
zzp5d66Z-RXzF,28,93600,Alugada,1.00,A5aXKxCZ-kYS5,Homeimprovement,B,5600,0.12,0,0.06,6yIHxCQy-gflC,0,10
4bvJRqfD-Mow1,26,65000,Hipotecada,6.00,GWJ3G77y-AMjb,Venture,E,22000,0.17,0,0.34,6YM3MDqu-XFv5,0,2
x04TJaRi-KjbZ,52,30000,Alugada,6.00,5BhsFYbO-NWNy,Medical,C,5000,0.13,0,0.17,6yU8RRUt-dS9c,1,18
HClyI7cL-tQRl,25,99600,Hipotecada,1.00,FiJbD5pW-XHbe,Homeimprovement,B,12800,0.12,0,0.13,6yW04Y0b-5ijI,0,4
Z9qaIf3v-SFvz,24,57600,Hipotecada,NULL,pBjp7cKY-RZgr,Homeimprovement,A,3300,0.05,0,0.06,6yYvHAZt-moNZ,0,4
e8wXfU9n-OHg4,23,47000,Propria,4.00,7JvgDP1w-Ns02,Medical,A,7000,0.08,0,0.15,6z5mycFm-KM7j,0,3
